interactionID	basisOfRecord	interactionText	sourceTaxonId	sourceTaxonName	sourceFamilyName	sourceCommonName	sourceSexName	sourceLifeStageName	interactionTypeId	interactionTypeName	isNegated	targetTaxonId	targetTaxonName	targetFamilyName	targetCommonName	targetLifeStageName	higherGeography	enteredBy	notes	containsTaxonTreatment	TreatmentBankIdentifier	referenceDoi	referenceCitation
94	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Diprotodontia: Vombatidae, with a rare nymphal record from Carnivora: Canidae. Bothriocroton auruginans is a very rare parasite of humans.		Bothriocroton auruginans	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Diprotodontia: Vombatidae	Vombatidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FD2965B3CF3A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
95	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Diprotodontia: Vombatidae, with a rare nymphal record from Carnivora: Canidae. Bothriocroton auruginans is a very rare parasite of humans.		Bothriocroton auruginans	Ixodidae			Nymph	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Carnivora: Canidae	Canidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FD2965B3CF3A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
96	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Diprotodontia: Vombatidae, with a rare nymphal record from Carnivora: Canidae. Bothriocroton auruginans is a very rare parasite of humans.		Bothriocroton auruginans	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo sapiens	Hominidae	Human		Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FD2965B3CF3A	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
97	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae, but adults and nymphs have been collected from Diprotodontia: Macropodidae. There are no records of Bothriocroton concolor causing human parasitism.		Bothriocroton concolor	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Monotremata: Tachyglossidae	Tachyglossidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FB0D6732CC6E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
98	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae, but adults and nymphs have been collected from Diprotodontia: Macropodidae. There are no records of Bothriocroton concolor causing human parasitism.		Bothriocroton concolor	Ixodidae			Adult, Nymph	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Diprotodontia: Macropodidae	Macropodidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FB0D6732CC6E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
99	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae, but adults and nymphs have been collected from Diprotodontia: Macropodidae. There are no records of Bothriocroton concolor causing human parasitism.		Bothriocroton concolor	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	parasite of	TRUE		Homo sapiens	Hominidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF40-FF07-FB0D6732CC6E	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
100	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton glebopalma	Ixodidae			all life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Varanidae	Varanidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6B-FF41-FF07-F8F164CCCBBE	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
101	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Scincidae	Scincidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
102	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Elapidae	Elapidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
103	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Monotremata: Tachyglossidae (Provisional)	Tachyglossidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
104	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			Adult, Larvae	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Agamidae	Agamidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
105	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			Adult	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Artiodactyla: Bovidae	Bovidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
106	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			Adult	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Varanidae	Varanidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
107	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae			Nymph	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Testudines: Chelidae	Chelidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
108	literatureRecord	An Australasian species, all stages of which are known only to parasitize Squamata: Varanidae.		Bothriocroton hydrosauri	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Homo sapiens	Hominidae	Human		Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FE816112C8C7	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
109	literatureRecord	An Australasian species known only to parasitize Monotremata: Tachyglossidae.		Bothriocroton oudemansi	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Monotremata: Tachyglossidae	Tachyglossidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FC096175CE77	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
110	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae. Adults have been collected from Artiodactyla: Bovidae, and there is a doubtful nymphal record from Perissodactyla: Equidae. There are no records of Bothriocroton tachyglossi causing human parasitism.		Bothriocroton tachyglossi	Ixodidae			all parasitic life stages	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Monotremata: Tachyglossidae	Tachyglossidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FAF964EBCCD2	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
111	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae. Adults have been collected from Artiodactyla: Bovidae, and there is a doubtful nymphal record from Perissodactyla: Equidae. There are no records of Bothriocroton tachyglossi causing human parasitism.		Bothriocroton tachyglossi	Ixodidae			Adult	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Artiodactyla: Bovidae	Bovidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FAF964EBCCD2	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
112	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae. Adults have been collected from Artiodactyla: Bovidae, and there is a doubtful nymphal record from Perissodactyla: Equidae. There are no records of Bothriocroton tachyglossi causing human parasitism.		Bothriocroton tachyglossi	Ixodidae			Nymph	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Perissodactyla: Equidae (Doubtful)	Equidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FAF964EBCCD2	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
113	literatureRecord	An Australasian species, all of whose parasitic stages are usually found on Monotremata: Tachyglossidae. Adults have been collected from Artiodactyla: Bovidae, and there is a doubtful nymphal record from Perissodactyla: Equidae. There are no records of Bothriocroton tachyglossi causing human parasitism.		Bothriocroton tachyglossi	Ixodidae				http://purl.obolibrary.org/obo/RO_0002454	found on	TRUE		Homo sapiens	Hominidae	Human		Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF41-FF07-FAF964EBCCD2	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
114	literatureRecord	An Australasian species whose adults are usually found on Squamata: Varanidae; nymphs have also been collected from Varanidae. Adults alone have been recovered from Squamata: Scincidae and Pythonidae, and Monotremata: Tachyglossidae. There are no records of Bothriocroton undatum causing human parasitism.		Bothriocroton undatum	Ixodidae			Adult, Nymph	http://purl.obolibrary.org/obo/RO_0002454	found on	FALSE		Squamata: Varanidae	Varanidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF46-FF07-F83964F9C8C6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
115	literatureRecord	An Australasian species whose adults are usually found on Squamata: Varanidae; nymphs have also been collected from Varanidae. Adults alone have been recovered from Squamata: Scincidae and Pythonidae, and Monotremata: Tachyglossidae. There are no records of Bothriocroton undatum causing human parasitism.		Bothriocroton undatum	Ixodidae			Adult	http://purl.obolibrary.org/obo/RO_0002454	found on 	FALSE		Squamata: Scincidae	Scincidae			Australasian	Derek Mena Godoy		TRUE	http://treatment.plazi.org/id/C04787D4-FF6A-FF46-FF07-F83964F9C8C6	10.11646/zootaxa.4871.1.1. PMID: 33311340.	Guglielmone AA, Petney TN, Robbins RG. Ixodidae (Acari: Ixodoidea): descriptions and redescriptions of all known species from 1758 to December 31, 2019. Zootaxa. 2020 Nov 5;4871(1): zootaxa.4871.1.1.
